prix,type_de_bien,details,zone
361284,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
386928,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
387977,Appartement à vendre - neuf,2 pièces · 44 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
366977,Appartement à vendre - neuf,2 pièces · 44 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
426734,Appartement à vendre - neuf,2 pièces · 51 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
375284,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
1380000,Maison à vendre,9 pièces · 7 chambres · 196 m² · 1 470 m² de terrain,Sauverny (01220)
262284,Appartement à vendre - neuf,1 pièce · 31 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
374428,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
373977,Appartement à vendre - neuf,2 pièces · 44 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
391477,Appartement à vendre - neuf,2 pièces · 44 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
398477,Appartement à vendre - neuf,2 pièces · 44 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
378928,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
387784,Appartement à vendre - neuf,2 pièces · 42 m² · dès le 01/10/2027,Lyon 7ème arrondissement (69007)
345000,Duplex à vendre - neuf,"4 pièces · 3 chambres · 108,8 m²",
288000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 65,5 m²",Belleroche  Villefranche-sur-Saône (69400)
277000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 61,3 m²",Belleroche  Villefranche-sur-Saône (69400)
274000,Appartement à vendre - neuf,3 pièces · 2 chambres · 60 m²,Belleroche  Villefranche-sur-Saône (69400)
250500,Appartement à vendre - neuf,"3 pièces · 68,7 m² · RDC · dès le 31/12/2026",
243500,Appartement à vendre - neuf,"3 pièces · 65,7 m² · 1er étage · dès le 31/12/2026",
830000,Maison à vendre,6 pièces · 5 chambres · 151 m² · 635 m² de terrain,Ouest  Saint-Genis-Pouilly (01630)
245900,Appartement à vendre - neuf,"3 pièces · 68,8 m² · 1er étage · dès le 31/12/2026",
319000,Appartement à vendre - neuf,3 pièces · 61 m² · dès le 31/03/2027,Francheville le Bas-Châter  Francheville (69340)
299000,Appartement à vendre - neuf,3 pièces · 57 m² · dès le 31/03/2027,Francheville le Bas-Châter  Francheville (69340)
358000,Appartement à vendre - neuf,3 pièces · 66 m² · dès le 31/03/2027,Francheville le Bas-Châter  Francheville (69340)
305000,Appartement à vendre - neuf,3 pièces · 59 m² · dès le 31/03/2027,Francheville le Bas-Châter  Francheville (69340)
145000,Appartement à vendre,2 pièces · 1 chambre · 37 m² · RDC/2,Le Village  Vaulx-en-Velin (69120)
897000,Appartement à vendre - neuf,"5 pièces · 3 chambres · 126,6 m² · 8ème étage",Confluence  Lyon 2ème arrondissement (69002)
248000,Appartement à vendre - neuf,2 pièces · 1 chambre · 50 m² · dès le 31/03/2028,
239000,Appartement à vendre - neuf,2 pièces · 1 chambre · 48 m² · dès le 31/03/2028,
600000,Appartement à vendre - neuf,4 pièces · 3 chambres · 90 m²,Girondins  Lyon 7ème arrondissement (69007)
550000,Appartement à vendre - neuf,4 pièces · 3 chambres · 85 m²,Girondins  Lyon 7ème arrondissement (69007)
179000,Appartement à vendre - neuf,2 pièces · 1 chambre · 42 m² · dès le 30/09/2026,Centre  Décines-Charpieu (69150)
499000,Maison à vendre,"6 pièces · 4 chambres · 132,6 m²",Gex (01170)
214500,Appartement à vendre - neuf,"3 pièces · 2 chambres · 65,5 m² · dès le 30/06/2026",
233000,Appartement à vendre - neuf,3 pièces · 2 chambres · 69 m² · dès le 30/06/2026,
211000,Appartement à vendre - neuf,3 pièces · 2 chambres · 63 m² · dès le 30/06/2026,
217000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 65,5 m² · dès le 30/06/2026",
391000,Appartement à vendre - neuf,3 pièces · 2 chambres · 68 m²,Perica-La Roue  Rillieux-la-Pape (69140)
321000,Duplex à vendre - neuf,"5 pièces · 4 chambres · 118,1 m² · dès le 30/09/2027",
330000,Appartement à vendre,2 pièces · 1 chambre · 50 m² · Étage 3/5,Terreaux  Lyon 1er arrondissement (69001)
399000,Appartement à vendre,4 pièces · 3 chambres · 78 m² · Étage 4/6,Lyon 3ème arrondissement (69003)
250000,Appartement à vendre,"2 pièces · 1 chambre · 47,3 m² · Étage 3/3",Gratte Ciel  Villeurbanne (69100)
530000,Appartement à vendre,"4 pièces · 3 chambres · 89,5 m² · Étage 3/5",Croix Rousse Centre  Lyon 4ème arrondissement (69004)
585000,Duplex à vendre,4 pièces · 3 chambres · 110 m² · Étage 2/5,Croix Rousse Centre  Lyon 4ème arrondissement (69004)
380000,Appartement à vendre,3 pièces · 2 chambres · 70 m² · Étage 1/3,Centre-Bourg  Saint-Genis-Laval (69230)
435000,Maison à vendre,4 pièces · 3 chambres · 91 m² · 1 797 m² de terrain,Centre-Plaine d'Elite  Brignais (69530)
255000,Maison à vendre,4 pièces · 3 chambres · 80 m² · 762 m² de terrain,Autres quartiers et hameaux  Pont-Évêque (38780)
200000,Maison à vendre,"3 pièces · 2 chambres · 72,9 m²",Saint-Germain-au-Mont-d'Or (69650)
250000,Appartement à vendre,2 pièces · 1 chambre · 55 m² · Étage 2/9,La Villette  Lyon 3ème arrondissement (69003)
450000,Appartement à vendre,4 pièces · 3 chambres · 133 m² · Étage 1/2,Collonges-au-Mont-d'Or (69660)
284000,Appartement à vendre,4 pièces · 2 chambres · 88 m² · Étage 9/9,Centre Nord  Oullins-Pierre-Bénite (69600)
285000,Appartement à vendre,3 pièces · 2 chambres · 62 m² · Étage 1/5,Montchat  Lyon 3ème arrondissement (69003)
259000,Appartement à vendre,"3 pièces · 2 chambres · 67,9 m² · Étage 1/1",Alagniers Sud  Rillieux-la-Pape (69140)
149000,Maison à vendre,5 pièces · 3 chambres · 95 m² · 115 m² de terrain,Chambost-Longessaigne (69770)
290843,Appartement à vendre - neuf,3 pièces · 63 m² · 3ème étage · dès le 30/09/2028,Croix Luizet  Villeurbanne (69100)
259000,Appartement à vendre - neuf,4 pièces · 78 m² · 2ème étage,Canal  Givors (69700)
297440,Appartement à vendre - neuf,3 pièces · 63 m² · 5ème étage · dès le 30/09/2028,Croix Luizet  Villeurbanne (69100)
264000,Appartement à vendre - neuf,4 pièces · 78 m² · 3ème étage,Canal  Givors (69700)
294142,Appartement à vendre - neuf,3 pièces · 63 m² · 4ème étage · dès le 30/09/2028,Croix Luizet  Villeurbanne (69100)
230000,Appartement à vendre,"4 pièces · 3 chambres · 79,6 m² · Étage 1/4",Pont-de-Chéruy (38230)
930000,Villa à vendre - Première occupation,7 pièces · 4 chambres · 182 m² · 1 573 m² de terrain,Charbonnières-les-Bains (69260)
240000,Appartement à vendre,"2 pièces · 1 chambre · 54,3 m² · RDC/4",Nord Est  Brignais (69530)
549000,Duplex à vendre,5 pièces · 4 chambres · 117 m² · Étage 3/5,Guillotière  Lyon 7ème arrondissement (69007)
169000,Appartement à vendre,"2 pièces · 1 chambre · 49,1 m² · RDC",Fourvière-Saint Just  Lyon 5ème arrondissement (69005)
475000,Appartement à vendre,4 pièces · 3 chambres · 103 m² · Étage 1/3,Ouest  Dardilly (69570)
399000,Maison à vendre,6 pièces · 4 chambres · 145 m² · 773 m² de terrain,Theizé (69620)
185000,Duplex à vendre,2 pièces · 1 chambre · 28 m² · Étage 6/6,Terreaux  Lyon 1er arrondissement (69001)
214500,Appartement à vendre,4 pièces · 2 chambres · 67 m² · Étage 2/3,Laënnec  Lyon 8ème arrondissement (69008)
125000,Appartement à vendre,2 pièces · 1 chambre · 48 m² · Étage 1/3,centre Ville-La Chartonnière-La Barre  Villefranche-sur-Saône (69400)
280000,Appartement à vendre,2 pièces · 1 chambre · 53 m² · Étage 3/5,Brotteaux  Lyon 6ème arrondissement (69006)
299000,Appartement à vendre,3 pièces · 2 chambres · 83 m² · Étage 10/10,Charlier  Écully (69130)
157000,Appartement à vendre,1 pièce · 25 m² · RDC/4,Part-Dieu  Lyon 3ème arrondissement (69003)
222000,Appartement à vendre,3 pièces · 2 chambres · 78 m² · Étage 6/11,Monplaisir Lumière  Lyon 8ème arrondissement (69008)
260000,Villa à vendre,6 pièces · 4 chambres · 116 m² · 1 107 m² de terrain,Miribel-les-Échelles (38380)
192000,Appartement à vendre,2 pièces · 1 chambre · 45 m² · Étage 3/4,La-Soie  Décines-Charpieu (69150)
435000,Appartement à vendre,"3 pièces · 2 chambres · 93,5 m² · RDC/5",Brotteaux  Lyon 6ème arrondissement (69006)
520000,Duplex à vendre,"5 pièces · 4 chambres · 103,9 m² · 4 étages",Sathonay-Camp (69580)
259000,Appartement à vendre,"3 pièces · 2 chambres · 72,9 m² · Étage 4/6",Centre Ville  Tassin-la-Demi-Lune (69160)
280000,Appartement à vendre,"3 pièces · 2 chambres · 70,5 m² · Étage 3/2",Mornant (69440)
275000,Appartement à vendre,"4 pièces · 3 chambres · 75,7 m² · RDC",Ternay (69360)
220000,Appartement à vendre,"2 pièces · 1 chambre · 39,2 m² · Étage 1/2",Claveliere-Malletiere  Oullins-Pierre-Bénite (69600)
238000,Appartement à vendre - neuf,3 pièces · 2 chambres · 75 m² · 2ème étage,Lyon 7ème arrondissement (69003)
420000,Loft à vendre,4 pièces · 3 chambres · 97 m² · Étage 2/2,Saint Louis  Lyon 7ème arrondissement (69007)
225000,Appartement à vendre,3 pièces · 2 chambres · 60 m² · Étage 2/2,Le Vernay   Caluire-et-Cuire (69300)
399000,Maison de ville à vendre,5 pièces · 3 chambres · 133 m²,Les Marendiers-La Fouillouse  Saint-Priest (69800)
550000,Appartement à vendre,"6 pièces · 4 chambres · 120,7 m² · RDC/5",Tassin le Bourg  Tassin-la-Demi-Lune (69160)
128000,Appartement à vendre - neuf,2 pièces · 44 m²,Centre et RN  La Verpillière (38290)
399000,Duplex à vendre,5 pièces · 3 chambres · 133 m² · RDC,Les Marendiers-La Fouillouse  Saint-Priest (69800)
1150000,Villa à vendre,10 pièces · 6 chambres · 330 m² · 5 438 m² de terrain,Cogny (69640)
475000,Appartement à vendre,3 pièces · 2 chambres · 69 m² · Étage 2/4,Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
400000,Maison de plain-pied à vendre,4 pièces · 3 chambres · 94 m² · 539 m² de terrain,Les Coteaux  Chassieu (69680)
265000,Appartement à vendre,"2 pièces · 1 chambre · 44,4 m² · Étage 1/3",Pentes de la croix-rousse  Lyon 1er arrondissement (69001)
177000,Appartement à vendre,"3 pièces · 2 chambres · 57,5 m² · Étage 4/5",Centre-Max Barel-Centre Nord  Vénissieux (69200)
180000,Appartement à vendre,4 pièces · 3 chambres · 74 m² · Étage 2/4,Canal  Givors (69700)
375000,Appartement à vendre,3 pièces · 2 chambres · 67 m² · Étage 3/7,Sans Souci-Dauphiné  Lyon 3ème arrondissement (69003)
1099000,Appartement à vendre,6 pièces · 4 chambres · 204 m² · Étage 3/5,Ainay  Lyon 2ème arrondissement (69002)
300000,Appartement à vendre,3 pièces · 2 chambres · 82 m² · Étage 4/5,Croix Rousse Centre  Lyon 4ème arrondissement (69004)
775000,Appartement à vendre,6 pièces · 5 chambres · 200 m² · Étage 2/4,Guillotière  Lyon 7ème arrondissement (69007)
209900,Maison à vendre,4 pièces · 3 chambres · 75 m² · 69 m² de terrain,Canal  Givors (69700)
315000,Appartement à vendre,2 pièces · 1 chambre · 63 m² · Étage 3/4,Fourvière-Saint Just  Lyon 5ème arrondissement (69005)
279500,Appartement à vendre - neuf,4 pièces · 3 chambres · 75 m² · dès le 30/09/2026,Saint-Denis-en-Bugey (01500)
219800,Appartement à vendre,4 pièces · 3 chambres · 64 m² · Étage 2/4,Point du Jour  Lyon 5ème arrondissement (69005)
635000,Terrain avec maison neuve à vendre,6 pièces · 4 chambres · 140 m² · 500 m² de terrain,Saint-Genis-Laval (69230)
405000,Appartement à vendre,"4 pièces · 3 chambres · 83,8 m² · RDC/4",Métro Cuire   Caluire-et-Cuire (69300)
229000,Appartement à vendre - neuf,"3 pièces · 58,4 m² · 3ème étage · dès le 30/06/2027",
296000,Appartement à vendre - neuf,4 pièces · 78 m² · 3ème étage,centre Ville-La Chartonnière-La Barre  Villefranche-sur-Saône (69400)
1150000,Appartement à vendre,5 pièces · 4 chambres · 177 m² · Étage 5/5,Foch  Lyon 6ème arrondissement (69006)
675000,Maison de plain-pied à vendre,5 pièces · 4 chambres · 126 m² · 2 177 m² de terrain,Lissieu (69380)
990000,Maison à vendre,12 pièces · 7 chambres · 335 m² · 5 000 m² de terrain,Zone Habitat Diffus  Chaponost (69630)
780000,Maison à vendre,12 pièces · 6 chambres · 368 m² · 3 758 m² de terrain,Yzeron (69510)
299000,Appartement à vendre,3 pièces · 2 chambres · 63 m² · Étage 1/3,Centre  Craponne (69290)
895000,Appartement à vendre,"6 pièces · 3 chambres · 179,9 m² · Étage 2/6",Lyon 6ème arrondissement (69006)
299000,Appartement à vendre,3 pièces · 2 chambres · 117 m² · RDC/1,Colombier-Saugnieu (69124)
549000,Appartement à vendre,4 pièces · 3 chambres · 84 m² · 2ème étage,Moëns  Prévessin-Moëns (01280)
280000,Appartement à vendre,4 pièces · 3 chambres · 95 m² · Étage 5/10,Laënnec  Lyon 8ème arrondissement (69008)
419000,Appartement à vendre,4 pièces · 3 chambres · 102 m² · Étage 1/4,Collonges-au-Mont-d'Or (69660)
701479,Appartement à vendre - neuf,"6 pièces · 4 chambres · 127,3 m² · dès le 31/03/2028",Gratte Ciel  Villeurbanne (69100)
180000,Appartement à vendre,"3 pièces · 2 chambres · 53,2 m² · Étage 6/9",Gratte Ciel  Villeurbanne (69100)
210500,Appartement à vendre - neuf,"3 pièces · 2 chambres · 58,2 m² · RDC",
245900,Appartement à vendre - neuf,"3 pièces · 67,9 m² · 1er étage · dès le 31/12/2026",
331000,Appartement à vendre - neuf,4 pièces · 3 chambres · 82 m² · 4ème étage,Belleville-en-Beaujolais (69220)
284000,Appartement à vendre - neuf,4 pièces · 3 chambres · 74 m² · RDC,Belleville-en-Beaujolais (69220)
234700,Appartement à vendre,"3 pièces · 2 chambres · 71,6 m² · Étage 3/4",Revaison  Saint-Priest (69800)
499000,Maison à vendre,5 pièces · 4 chambres · 125 m² · 300 m² de terrain,Éveux (69210)
305000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 94 m² · 332 m² de terrain,Villefranche-sur-Saône (69400)
579000,Appartement à vendre,5 pièces · 3 chambres · 160 m² · RDC/2,Châtillon (69380)
949000,Maison à vendre,7 pièces · 5 chambres · 295 m²,Charpennes-Tonkin  Villeurbanne (69100)
695000,Maison à vendre,5 pièces · 4 chambres · 110 m²,Moëns  Prévessin-Moëns (01280)
260000,Appartement à vendre,3 pièces · 2 chambres · 80 m² · Étage 1/5,Saint Rambert  Lyon 9ème arrondissement (69009)
243000,Appartement à vendre,3 pièces · 2 chambres · 80 m² · Étage 1/5,Saint Rambert  Lyon 9ème arrondissement (69009)
259000,Appartement à vendre,4 pièces · 2 chambres · 83 m² · Étage 3/5,Le Village  Saint-Priest (69800)
250000,Appartement à vendre,2 pièces · 1 chambre · 50 m² · Étage 2/6,Bron Centre-Le Rafour  Bron (69500)
585000,Maison de ville à vendre,7 pièces · 4 chambres · 182 m² · 182 m² de terrain,Le Village  Vaulx-en-Velin (69120)
428250,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 95 m² · 505 m² de terrain,Charly (69390)
450000,Maison à vendre,6 pièces · 4 chambres · 170 m² · 320 m² de terrain,Parilly-Jules Guesde  Vénissieux (69200)
499000,Maison à vendre,5 pièces · 3 chambres · 147 m² · 4 800 m² de terrain,Quincieux (69650)
325000,Maison à vendre,4 pièces · 3 chambres · 137 m² · 2 253 m² de terrain,Freydiere-Bans  Givors (69700)
995000,Appartement à vendre,"6 pièces · 4 chambres · 162,1 m² · Étage 8/8",Petites Brosses-Boutary  Caluire-et-Cuire (69300)
420000,Appartement à vendre,3 pièces · 1 chambre · 63 m² · Étage 1/4,Croix Rousse Centre  Lyon 4ème arrondissement (69004)
159900,Appartement à vendre,2 pièces · 1 chambre · 45 m² · Étage 3/5,Clément  Villeurbanne (69100)
301057,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 99 m² · 644 m² de terrain,Cortelin-Le Bourg-Taisey  Saint-Rémy (71100)
269000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 62,6 m²",Belleroche  Villefranche-sur-Saône (69400)
479900,Appartement à vendre - neuf,3 pièces · 2 chambres · 74 m² · dès le 30/09/2027,Est  Saint-Cyr-au-Mont-d'Or (69450)
649900,Appartement à vendre - neuf,4 pièces · 3 chambres · 93 m² · dès le 30/09/2027,Est  Saint-Cyr-au-Mont-d'Or (69450)
358000,Appartement à vendre - neuf,3 pièces · 66 m² · 4ème étage · dès le 30/09/2028,Gratte Ciel  Villeurbanne (69100)
333000,Appartement à vendre - neuf,3 pièces · 63 m² · 3ème étage · dès le 30/09/2028,Gratte Ciel  Villeurbanne (69100)
326000,Appartement à vendre - neuf,3 pièces · 63 m² · 2ème étage · dès le 30/09/2028,Gratte Ciel  Villeurbanne (69100)
997000,Appartement à vendre - neuf,4 pièces · 3 chambres · 100 m²,Girondins  Lyon 7ème arrondissement (69007)
191000,Appartement à vendre - neuf,2 pièces · 42 m² · 2ème étage · dès le 01/04/2028,Vaulx-en-Velin (69120)
200190,Appartement à vendre - neuf,2 pièces · 42 m² · 1er étage · dès le 01/04/2028,Vaulx-en-Velin (69120)
203602,Appartement à vendre - neuf,2 pièces · 41 m² · 2ème étage · dès le 01/04/2028,Vaulx-en-Velin (69120)
207000,Appartement à vendre - neuf,2 pièces · 46 m² · RDC · dès le 01/04/2028,Vaulx-en-Velin (69120)
220664,Appartement à vendre - neuf,2 pièces · 42 m² · 3ème étage · dès le 01/04/2028,Vaulx-en-Velin (69120)
205000,Appartement à vendre - neuf,2 pièces · 46 m² · RDC · dès le 01/04/2028,Vaulx-en-Velin (69120)
431313,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 150 m² · 633 m² de terrain,Sud  Saint-Marcel (71380)
142700,Appartement à vendre - neuf,"2 pièces · 1 chambre · 19,4 m² · dès le 30/06/2026",
322578,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 103 m² · 190 m² de terrain,Geraniums-Champlantier-La Begude  Feyzin (69320)
267179,Appartement à vendre - neuf,3 pièces · 66 m²,Le Village  Vaulx-en-Velin (69120)
190340,Appartement à vendre - neuf,2 pièces · 43 m²,Le Village  Vaulx-en-Velin (69120)
688000,Maison à vendre,8 pièces · 7 chambres · 232 m²,Communay (69360)
